id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,lat,long,sqft_living15,sqft_lot15,house_age,renovated
6197800101,12.367340793126296,3,1,7.1929342212158,45738,2,0,0,2,6,1330,0,98058,47.43600000000001,-122.185,1490,24000,47,0
7802900380,12.721885810807203,2,1,7.215239978730097,69260,1,0,0,4,5,1360,0,98065,47.5229,-121.838,1460,69260,77,0
3024059126,13.993656743347747,5,3,8.13739583005665,18129,2,0,0,3,9,2540,880,98040,47.5333,-122.21700000000001,3750,16316,62,1
7128300630,13.425426551894413,4,2,7.687080155783135,6000,1,0,0,3,8,2060,120,98144,47.5958,-122.306,1370,4500,88,0
7626200305,13.262125319779487,3,2,7.495541943884256,5000,2,0,0,5,7,1600,200,98136,47.5447,-122.389,1640,5000,89,0
7950300670,13.017002861746503,2,1,7.02108396428914,4590,1,0,0,3,7,1120,0,98118,47.5663,-122.285,1120,5100,91,0
1233100321,13.613700324586457,3,2,7.9996785794994505,7202,2,0,0,3,8,2980,0,98033,47.6769,-122.177,2430,7280,16,0
9238500190,12.994530005894443,4,2,7.8632667240095735,28600,1,0,0,3,8,1810,790,98072,47.7757,-122.139,2580,26950,46,0
1972201856,13.173056491719846,2,2,7.346010209913293,2400,1,0,0,4,7,1550,0,98103,47.653999999999996,-122.346,1180,1224,114,0
624110920,13.544357787463703,3,2,8.110727582974489,15258,2,0,0,3,10,3330,0,98077,47.7262,-122.06,3360,14850,28,0
5003600080,12.691580461311874,4,2,7.696212639346407,7719,2,0,0,3,8,2200,0,98030,47.3649,-122.194,2460,7348,15,0
853600020,13.641157170819497,4,3,8.253227645581772,85728,2,0,0,3,11,3840,0,98014,47.615,-121.954,2430,42643,16,0
7625704317,12.841325847671216,2,1,6.733401891837359,4500,1,0,0,3,6,840,0,98136,47.5441,-122.39,1300,5000,76,0
2946000912,12.266697267346608,3,1,7.146772179452637,7128,1,0,0,4,6,1270,0,98198,47.422,-122.321,1270,7986,60,0
4188000670,13.527028165341724,4,2,8.083328608786376,20301,2,0,0,3,10,3240,0,98052,47.718999999999994,-122.11399999999999,3010,23650,29,0
5215200010,13.404530269168,3,2,7.8160138391590275,37843,1,1,3,4,8,2480,0,98070,47.4003,-122.42200000000001,2350,42122,40,0
2911700020,14.204846284142555,3,2,8.405143687607614,22518,2,0,2,3,9,3240,1230,98006,47.574,-122.18,2930,21837,61,1
185000161,12.47227568630483,3,1,7.484368643286131,7800,1,0,0,3,7,1060,720,98178,47.4932,-122.26299999999999,1450,7800,57,0
2140700190,13.151922179645874,4,2,7.52294091807237,9248,2,0,0,3,8,1850,0,98028,47.735,-122.244,2080,8711,18,0
9406600050,12.92391243868049,3,2,7.696212639346407,16921,2,0,0,3,8,2200,0,98038,47.3727,-122.051,2060,16921,27,0
2473000470,12.724866438945341,3,2,7.9229859587111955,10160,1,0,0,3,8,2760,0,98058,47.4504,-122.15,2760,9600,45,0
5100403952,12.994530005894443,2,1,6.993932975223189,4128,1,0,0,3,7,1090,0,98115,47.696000000000005,-122.314,1090,5413,67,0
2024059127,13.720045366146207,4,2,8.035926369891792,6200,2,0,0,3,9,3090,0,98006,47.5538,-122.189,2890,10108,1,0
1483300430,13.224919965729422,2,1,6.709304340258298,3700,1,0,0,5,7,820,0,98040,47.588,-122.251,1750,9000,46,0
291300170,12.866179972011919,3,2,7.275864600546533,1606,2,0,0,3,7,1300,145,98027,47.5348,-122.072,1410,1286,11,0
9117000170,12.501138639610538,4,2,7.501082124259871,9240,2,0,0,3,7,1810,0,98055,47.4362,-122.18700000000001,1660,9240,54,0
461004095,13.149978544437301,3,1,7.3901814282264295,5000,1,0,0,3,7,920,700,98117,47.681000000000004,-122.37200000000001,1610,5000,60,0
9547201850,12.948009990259552,2,1,6.966024187106113,4182,2,0,0,3,7,1060,0,98115,47.6787,-122.30799999999999,1760,4590,37,0
7942100290,12.201060103706629,3,1,6.956545443151569,9871,1,0,0,5,7,1050,0,98042,47.3816,-122.087,1300,10794,46,0
4336000050,12.323855681186558,3,1,6.917705609835305,15701,1,0,0,4,7,1010,0,98188,47.4518,-122.292,1260,9800,66,0
2571910420,12.676076274775909,4,2,7.6255950721324535,8424,2,0,0,4,8,2050,0,98022,47.196000000000005,-122.01100000000001,1970,8448,21,0
8802400896,12.230740867579195,2,1,6.877296071497429,8185,1,0,0,5,6,970,0,98031,47.4025,-122.20100000000001,1500,12541,110,0
3630010020,12.837344422372032,3,2,7.3395376954076745,1827,2,0,0,3,8,1540,0,98029,47.5479,-121.999,1560,2058,9,0
6793300010,13.465953081794405,4,2,8.006367567650246,6222,2,0,0,3,9,3000,0,98029,47.5582,-122.025,3340,7222,10,0
7852020250,13.495298406730877,4,2,8.06777619577889,7869,2,0,2,3,9,3190,0,98065,47.5317,-121.866,2630,6739,13,0
2473400290,12.560244459250788,4,2,7.533693709848633,8190,1,0,0,3,7,1100,770,98058,47.4521,-122.161,1590,9150,38,0
3328500250,12.560244459250788,4,2,7.696212639346407,9397,2,0,0,3,8,2200,0,98001,47.3406,-122.26899999999999,2310,9176,27,0
629420080,13.502168738731916,4,2,8.029432840581244,5936,2,0,0,3,9,3070,0,98075,47.5902,-121.988,3160,5936,9,0
2524049215,14.262980960217469,4,3,8.224163512637862,17000,2,0,3,4,10,2820,910,98040,47.5355,-122.242,3880,15550,29,0
8663310050,13.142166004700508,4,2,7.799753318287247,10423,1,0,0,3,7,2440,0,98034,47.725,-122.17200000000001,1990,7758,59,1
4083304835,13.337474757021274,2,1,6.897704943128636,4332,1,0,0,3,7,990,0,98103,47.6528,-122.331,1920,3420,105,0
8155800050,13.919870573288517,3,4,8.333270353255308,31796,2,0,0,3,11,4160,0,98053,47.6635,-122.01700000000001,4300,36192,26,0
4403200255,13.58735446482652,4,3,8.207946941048617,4960,2,0,0,3,9,2870,800,98177,47.7022,-122.374,1520,6335,9,0
5379800500,12.449018824140563,3,1,6.813444599510896,25500,1,0,0,3,5,910,0,98188,47.4565,-122.27600000000001,1580,10019,71,0
7010700660,13.601078947252086,3,2,7.570443252057374,4000,2,0,0,4,9,1940,0,98199,47.659,-122.398,1410,4000,15,0
9406540190,12.66032791780777,4,2,7.484368643286131,6000,2,0,0,3,9,1780,0,98038,47.3774,-122.027,2650,6000,14,0
1795920250,13.3645249345543,3,2,7.696212639346407,7355,2,0,0,4,8,2200,0,98052,47.7266,-122.103,2290,7868,29,0
5249800010,14.817978986079481,4,4,8.765614549914716,43838,2,0,2,4,12,5610,800,98144,47.5703,-122.28,2270,6630,108,0
8651510420,13.102160670086809,3,2,7.635303886259415,10023,1,0,0,3,8,1220,850,98074,47.6492,-122.06200000000001,2130,9694,33,0
1422700080,12.441144767709657,3,1,7.620705086838262,7281,1,0,0,3,7,1020,1020,98188,47.4681,-122.28200000000001,1740,7527,52,0
5468780250,12.694345864825653,4,2,7.749322464660356,6270,2,0,0,3,8,2320,0,98042,47.3501,-122.14,2150,6270,10,0
3723800415,12.959844447906553,2,2,7.272398392570047,6677,1,0,0,3,7,870,570,98118,47.5513,-122.264,2020,7642,62,0
1545800290,12.2783933071098,4,2,7.438383530044307,6675,2,0,0,3,7,1700,0,98038,47.3638,-122.053,1570,7540,17,0
1545800290,12.66032791780777,4,2,7.438383530044307,6675,2,0,0,3,7,1700,0,98038,47.3638,-122.053,1570,7540,18,0
2804100095,13.493651033710906,3,2,7.6255950721324535,3933,1,0,0,3,8,1180,870,98112,47.6436,-122.303,1940,4000,88,1
7282300095,12.594730635321957,2,1,6.684611727667927,6500,1,0,0,4,6,800,0,98133,47.7621,-122.35799999999999,1220,7000,61,0
930000289,13.140217047893891,3,1,7.495541943884256,7620,1,0,0,3,8,1350,450,98177,47.7165,-122.361,1770,7620,64,0
2822059181,12.631340380934517,5,2,7.286191714702382,169448,1,0,0,3,6,1460,0,98030,47.3714,-122.177,2250,6059,105,0
1761100080,12.230765258120545,3,1,7.162397497355718,7210,1,0,0,3,7,1290,0,98023,47.2889,-122.363,1350,7509,30,0
2953000250,12.524526376648708,3,1,7.549609165154532,9737,1,0,0,4,7,1200,700,98031,47.4125,-122.20700000000001,1670,9737,46,0
3416600185,13.437174117244362,3,1,7.299797366758161,7000,1,0,2,3,8,1480,0,98122,47.6018,-122.291,1850,4000,51,0
927200380,13.049792684569493,4,2,7.644919344958857,12833,1,0,0,3,7,1220,870,98034,47.7266,-122.175,1740,11200,46,0
7922750020,13.235692062711331,4,2,7.575584651557793,9800,1,0,0,3,8,1330,620,98033,47.666000000000004,-122.178,2170,9800,46,0
259600050,13.035715570678656,3,1,7.1308988302963465,9605,1,0,0,3,7,1250,0,98008,47.6325,-122.12100000000001,1570,9605,51,0
3298300420,12.777052192115912,3,1,6.897704943128636,7590,1,0,0,3,6,990,0,98008,47.6228,-122.12100000000001,1100,7590,56,0
1310440470,12.996800154428984,3,2,7.9157131993821155,7923,2,0,0,3,9,2740,0,98058,47.4349,-122.105,2740,8815,17,0
3438502668,12.175613438045465,3,1,7.138866999945524,10488,1,0,0,2,7,1110,150,98106,47.5417,-122.35700000000001,1540,9120,62,0
5591700290,12.665078520566368,4,2,7.673223121121708,6807,2,0,0,4,8,2150,0,98031,47.4053,-122.189,1910,7240,23,0
4172100050,13.171058298943088,3,1,7.4673710669175595,3250,1,0,0,4,7,1230,520,98117,47.6807,-122.366,1480,3600,85,0
9275700005,13.866203672279791,3,2,7.965545573129992,6092,2,0,4,4,8,1920,960,98116,47.5878,-122.381,2880,5308,32,0
1089000190,13.737549016494562,4,2,7.859413154693583,13894,2,0,0,4,9,2590,0,98005,47.6351,-122.165,2720,13894,40,0
9523103000,13.567049198665774,3,1,7.795646536334594,4524,1,0,0,4,7,1830,600,98103,47.674,-122.35,1610,4100,90,0
2781270440,12.392552212472792,2,2,7.293017679772782,3128,2,0,0,3,6,1470,0,98038,47.349,-122.021,1180,2576,9,0
2105200050,13.159659162148026,3,2,7.61085279039525,10744,1,0,0,5,7,1270,750,98166,47.4403,-122.34299999999999,2020,11069,60,0
7625703637,12.56374708980199,2,1,6.413458957167357,4000,1,0,0,4,6,610,0,98136,47.5469,-122.391,870,5160,96,0
2926049408,12.89921982609012,3,2,8.006367567650246,17800,1,0,0,3,8,1500,1500,98125,47.7058,-122.315,2400,8300,52,0
3224079005,12.449018824140563,2,1,6.824373670043086,43560,1,0,0,4,5,920,0,98024,47.5245,-121.931,1530,11875,91,0
5147600095,11.931635799828413,3,1,6.975413927455952,7754,1,0,0,3,6,1070,0,98146,47.5079,-122.344,950,7740,62,0
2413900050,13.303016877097587,4,2,8.134467570277563,15143,2,0,0,4,8,3410,0,98052,47.6709,-122.052,2350,25936,42,1
3820350050,12.706847933442663,4,2,7.506591780070841,3905,2,0,0,3,7,1820,0,98019,47.7346,-121.985,1820,3863,13,0
8910500675,13.041153321978786,2,1,6.966024187106113,7193,1,0,0,3,7,1060,0,98133,47.7102,-122.35600000000001,1980,7560,88,0
1461200020,13.337474757021274,5,2,8.029432840581244,34991,2,0,0,3,9,3070,0,98059,47.4721,-122.148,2150,19515,20,0
722079056,12.772805901234461,4,2,7.7406644019172415,219106,1,0,0,4,7,1840,460,98038,47.4044,-121.963,2120,123710,56,0
8663370020,12.983101310070822,3,2,7.383989457978509,6911,1,0,0,3,7,1260,350,98034,47.7188,-122.177,1630,6911,26,0
2568200130,13.493926933836812,5,2,7.948031990637284,5310,2,0,0,3,9,2830,0,98052,47.7074,-122.101,3150,6581,8,0
8947800080,12.611537753638338,3,1,6.877296071497429,12300,1,0,0,3,7,970,0,98028,47.7335,-122.227,2040,9994,32,0
1545803390,12.437184366493561,3,2,7.426549072397305,8284,2,0,0,3,7,1680,0,98038,47.3609,-122.04799999999999,1550,8284,25,0
1088030010,13.048985907599553,4,2,7.620705086838262,8996,1,0,0,4,8,1260,780,98033,47.666000000000004,-122.185,2470,9180,40,0
1829700080,12.736700896592344,3,1,7.27931883541462,9586,2,0,0,3,7,1450,0,98155,47.7443,-122.32600000000001,1500,8592,64,0
2125049024,14.09692301740246,4,2,7.962067308753666,6280,1,0,0,4,9,1980,890,98112,47.6329,-122.31,2370,4760,109,0
5706200020,13.028052697933088,5,2,7.533693709848633,13970,1,0,0,4,7,1120,750,98027,47.5243,-122.042,1860,13970,46,0
2316400285,13.112313041550827,4,3,7.820037989458753,18042,2,0,0,3,8,2490,0,98070,47.4161,-122.441,1960,21107,12,0
7588700080,13.737549016494562,4,2,8.116715624819111,4501,2,0,0,3,9,2640,710,98117,47.688,-122.37899999999999,1000,4500,13,0
7853310380,13.282780098810234,4,2,8.06777619577889,8737,2,0,0,3,9,3190,0,98065,47.523,-121.87700000000001,3240,7131,8,0
6821101870,13.169246963303179,3,1,7.352441100243583,5520,1,0,0,4,6,780,780,98199,47.6515,-122.399,1470,6000,70,0
9551201660,13.845069360205818,4,2,7.919356190660617,4800,2,0,0,3,9,1960,790,98103,47.6709,-122.337,2400,5300,109,1
3530500010,12.078239274020289,2,1,6.824373670043086,2332,1,0,0,4,8,920,0,98198,47.3779,-122.32,1310,2853,34,0
7387500185,12.428816116823043,2,1,7.038783541388542,5500,1,0,0,3,6,1140,0,98106,47.5187,-122.363,1110,5500,67,0
1626079132,13.121362877070744,3,2,7.832014180505469,53143,1,0,0,3,7,2520,0,98019,47.743,-121.925,2020,56628,26,0
8854100130,13.304684934198283,5,3,8.055157731819678,10542,1,0,0,5,9,1620,1530,98011,47.7469,-122.21700000000001,3150,11807,40,0
2123049142,12.591335046320818,4,2,7.620705086838262,7800,2,0,0,3,7,2040,0,98168,47.473,-122.29299999999999,1860,10954,11,0
3423059109,12.513557345278134,4,2,7.484368643286131,19843,1,0,0,3,7,1780,0,98058,47.4414,-122.154,2210,13500,52,0
5631500992,12.873902018105829,3,2,7.7142311448490855,10800,2,0,0,3,8,2240,0,98028,47.7433,-122.229,1900,9900,18,0
6641800020,13.458835614025542,4,2,8.0925452638913,9650,1,0,3,4,9,2320,950,98166,47.409,-122.333,2340,17357,44,0
7853301700,13.36138027787483,5,2,8.04237800517328,6621,2,0,0,3,9,3110,0,98065,47.543,-121.88799999999999,3550,7953,9,0
2158900290,13.732128949025222,4,1,7.52294091807237,3600,2,0,0,3,8,1660,190,98112,47.6376,-122.307,1970,3600,86,0
2273600250,13.122363377404328,3,1,7.358830898342354,8530,1,0,0,4,7,1190,380,98033,47.6881,-122.184,1530,8708,31,0
3298700840,12.481808646963554,2,1,6.620073206530356,4515,1,0,0,3,6,750,0,98106,47.5198,-122.351,1020,5000,72,0
5450500010,13.790192749979985,4,2,7.7142311448490855,9990,2,0,0,4,10,2240,0,98040,47.5516,-122.21700000000001,2600,11480,48,0
3629870020,13.262125319779487,3,2,7.533693709848633,3485,2,0,0,3,8,1870,0,98029,47.5493,-122.00399999999999,1940,3485,13,0
8856700130,13.619495674038317,4,2,7.894690850425624,40386,2,0,0,4,9,2683,0,98052,47.6982,-122.13799999999999,2683,34800,27,0
6381502155,12.611537753638338,3,1,7.306531398939505,7200,1,0,0,3,7,1490,0,98125,47.7276,-122.307,1280,7200,61,0
1443550080,13.097250676589253,4,2,7.757906208351747,12080,2,0,0,3,8,2340,0,98019,47.7325,-121.969,2200,12403,16,0
2205700345,13.122363377404328,4,2,7.438383530044307,8640,1,0,0,3,7,850,850,98006,47.5774,-122.15299999999999,1620,9000,59,1
6926700660,13.42984807715229,2,2,7.27931883541462,989,3,0,0,3,9,1450,0,98109,47.6354,-122.346,1490,1240,0,0
3279050130,12.945626198904275,3,2,8.104703468371108,21096,2,0,2,3,9,3310,0,98023,47.3049,-122.38600000000001,3310,13835,10,0
2770606890,13.017002861746503,4,1,7.326465613840322,5250,1,0,0,3,6,1520,0,98199,47.6581,-122.39,1530,5250,65,0
2867100190,13.38472764187182,5,1,7.138866999945524,4500,1,0,0,3,7,1260,0,98119,47.6452,-122.369,1410,4388,88,0
8562600190,13.217673557208654,3,1,7.517520850603031,8086,1,0,0,4,8,1840,0,98052,47.67,-122.155,1840,8060,50,0
5680000545,12.706847933442663,4,2,7.4673710669175595,5202,1,0,1,4,6,1070,680,98108,47.5677,-122.31700000000001,2090,5400,72,0
1922059027,12.551469227172218,4,1,7.27931883541462,32234,1,0,0,4,6,1450,0,98030,47.3818,-122.21,1530,10125,83,0
1725059316,14.684709682304579,4,4,8.753055515138222,13296,2,0,2,3,13,4900,1430,98033,47.6488,-122.20100000000001,2200,9196,14,0
3275300440,12.345834587905333,2,2,7.138866999945524,10200,1,0,0,3,7,1020,240,98003,47.2593,-122.31200000000001,1560,10200,31,0
952001735,13.527828485512494,4,1,7.649692623711514,6613,2,0,0,3,8,2100,0,98116,47.567,-122.385,1630,5750,105,1
1402950190,12.679196402112153,4,2,7.795646536334594,5366,2,0,0,3,8,2430,0,98092,47.3352,-122.19,2100,5414,12,0
4045100190,14.602148081611558,4,3,8.354674261918463,18000,2,0,3,5,10,3350,900,98040,47.5612,-122.229,3790,14537,34,0
1207200010,12.409013489526863,4,2,7.512071245835466,10416,1,0,0,3,7,1370,460,98146,47.4878,-122.34100000000001,1830,9271,57,0
6815100095,13.142166004700508,2,1,7.177782416195197,4000,1,0,0,3,6,1310,0,98103,47.6854,-122.329,1550,4000,101,0
3825310130,13.529160930746272,4,3,8.035926369891792,9571,2,0,0,3,9,2370,720,98052,47.7058,-122.131,3630,9110,10,0
3276930380,13.422467969854667,4,2,7.847762537473608,36601,2,0,0,4,9,2560,0,98075,47.5851,-121.992,2790,36601,27,0
8937600080,12.594730635321957,3,1,7.5652752818989315,13350,1,0,0,3,8,1930,0,98023,47.3317,-122.365,2270,13350,48,0
8024200010,12.65075846679162,2,1,7.286191714702382,6000,1,0,0,2,7,1260,200,98115,47.7009,-122.31700000000001,1580,6380,89,0
624110020,13.500799813124575,3,3,8.14902386805177,13129,2,0,0,3,9,2560,900,98077,47.7315,-122.05799999999999,3460,12568,26,0
6192410280,13.544357787463703,5,3,8.098642843759418,5880,2,0,0,3,9,2670,620,98052,47.7067,-122.119,3090,5680,10,0
4302201045,11.918390573078392,3,1,6.709304340258298,7680,1,0,0,3,6,820,0,98106,47.528,-122.359,1470,6912,104,0
507100020,12.506177237980511,3,1,7.299797366758161,7374,1,0,0,3,6,760,720,98133,47.7775,-122.336,1480,8934,61,0
259600280,12.89921982609012,4,2,7.258412150595307,9301,1,0,0,4,7,1420,0,98008,47.6325,-122.12100000000001,1530,8075,52,0
7691800130,13.38472764187182,3,2,7.933796874815411,6720,2,0,0,3,8,2790,0,98075,47.5958,-122.038,2620,6720,12,0
2056100275,13.180632285528304,2,1,7.237059026124737,5000,1,0,0,4,8,970,420,98116,47.5673,-122.40100000000001,1610,5000,60,0
2202500080,12.421184025147118,3,1,6.856461984594587,9400,1,0,0,4,7,950,0,98006,47.5746,-122.13600000000001,1260,9400,60,0
3179102155,13.541073712262515,4,3,8.006367567650246,5300,1,0,0,5,7,1780,1220,98115,47.6748,-122.279,1360,5450,66,0
937000280,12.201060103706629,4,1,7.154615356913663,10521,1,0,0,3,7,1280,0,98198,47.4215,-122.289,1540,9384,55,0
5379805253,12.388394202324129,2,1,6.76849321164863,8400,1,0,0,3,7,870,0,98188,47.4493,-122.28200000000001,1070,12465,54,0
6821102340,12.936033799212835,3,1,7.215239978730097,1795,2,0,0,3,7,1360,0,98199,47.6471,-122.397,1580,1795,70,0
7229900250,12.337100907936577,3,1,6.907755278982137,16376,1,0,0,3,7,1000,0,98059,47.4825,-122.10799999999999,1420,16192,55,0
7287100177,13.17115354157376,4,2,7.9157131993821155,12106,1,0,0,3,8,1980,760,98133,47.7648,-122.355,2170,11156,23,0
8820900670,12.899094818276968,3,1,7.352441100243583,5223,1,0,0,4,7,810,750,98125,47.7175,-122.288,1440,8491,74,0
3275850020,13.568330428821824,4,2,7.859413154693583,8571,2,0,0,3,9,2590,0,98052,47.691,-122.105,2360,8155,27,0
9528100899,13.625559974005828,3,2,7.52294091807237,1330,2,0,0,3,9,1560,290,98115,47.6831,-122.325,1810,2071,11,0
7016000440,13.17115354157376,5,2,7.824046010856292,8621,1,0,0,4,7,2500,0,98034,47.7379,-122.185,1980,7395,46,0
7202340010,13.416971409926843,4,2,8.09559870137819,5232,2,0,0,3,7,3280,0,98053,47.6798,-122.03299999999999,2600,5080,11,0
6911700066,12.072541252905651,2,1,6.507277712385012,2378,1,0,0,3,5,670,0,98126,47.5769,-122.37200000000001,700,2970,95,0
7511000050,13.9108207377686,5,2,7.969011781106478,22547,1,0,0,4,10,2150,740,98040,47.5476,-122.219,3010,17809,52,0
2925059260,13.592367006650065,5,2,8.006367567650246,10560,1,0,0,3,8,1500,1500,98004,47.6249,-122.206,2690,11616,49,0
3558000170,12.706696406811568,4,2,7.560080465021827,4600,2,0,0,3,7,1920,0,98038,47.3795,-122.023,2200,6600,12,0
8651730290,13.005829561148378,4,3,7.580699752224563,7200,2,0,0,3,7,1960,0,98034,47.7291,-122.21799999999999,1980,7529,35,0
9197100263,12.375815420117268,3,1,7.600902459542082,12208,1,0,0,3,7,1140,860,98032,47.3752,-122.236,1060,8194,35,0
8941100095,13.922120293022532,6,4,8.1886891244442,6224,2,0,0,3,9,2610,990,98199,47.6531,-122.405,1430,6224,69,1
2781100080,12.992026875676325,4,2,7.9157131993821155,5700,2,0,0,3,9,2740,0,98038,47.3535,-122.02600000000001,3010,5281,8,0
9822700190,14.0623706358958,9,4,8.202482446576537,5000,2,0,0,3,8,2530,1120,98105,47.6604,-122.289,2510,5000,99,1
3630030290,13.304684934198283,4,2,7.745002803515839,3866,2,0,0,3,8,2310,0,98029,47.5498,-121.99600000000001,1950,4023,9,0
9510910250,13.415032991367148,4,2,7.647308832356238,4569,2,0,0,3,9,2095,0,98052,47.6603,-122.087,2095,4385,13,0
8682231330,13.159659162148026,2,2,7.352441100243583,4823,1,0,0,3,8,1560,0,98053,47.7111,-122.03200000000001,1855,4989,11,0
2473480780,12.676076274775909,3,2,7.539027055823995,7350,1,0,0,3,8,1390,490,98058,47.4457,-122.12299999999999,1910,8400,31,0
8641500280,12.506177237980511,2,1,6.733401891837359,867,2,0,0,3,7,840,0,98115,47.6955,-122.304,840,1322,9,0
7605800050,13.815510557964274,3,2,7.912056888179006,5832,2,0,0,3,9,2730,0,98005,47.6216,-122.161,2360,5832,16,0
9828200525,12.706847933442663,1,1,6.756932389247553,4800,1,0,0,3,6,860,0,98122,47.6146,-122.29899999999999,1380,4800,107,0
7971300050,13.396200043034057,3,2,7.749322464660356,10960,1,0,0,3,7,1510,810,98005,47.6157,-122.17399999999999,2160,10960,58,0
126049169,13.017002861746503,3,1,7.3395376954076745,61419,1,0,0,3,7,1540,0,98028,47.7663,-122.228,3790,8529,47,0
5062300280,11.918390573078392,3,1,6.7912214627261855,6488,1,0,0,3,5,890,0,98014,47.7087,-121.352,1330,16250,87,0
7167000020,13.582947784733573,4,2,8.364042011922063,175421,2,0,0,3,10,4290,0,98010,47.3585,-121.988,3370,63162,10,0
3303910010,13.199324418540456,3,2,7.575584651557793,13227,2,0,0,4,9,1950,0,98034,47.7217,-122.256,2650,12943,37,0
2268000050,12.345399710751273,3,1,6.917705609835305,8848,1,0,0,4,7,1010,0,98003,47.2742,-122.29899999999999,1380,10650,46,0
8857640170,13.186276703147982,4,2,7.948031990637284,6536,2,0,0,3,8,2830,0,98038,47.3888,-122.03200000000001,2830,6872,12,0
7806210190,12.384218830913648,4,1,7.313220387090301,12560,1,0,0,4,7,1000,500,98002,47.2918,-122.197,1700,9020,37,0
9206700190,13.478498175490552,3,2,8.122668023346407,167706,1,0,0,3,10,3370,0,98038,47.4379,-122.022,3350,213444,15,0
4136930190,12.965709567358951,4,2,8.058327306580958,8726,2,0,0,3,9,3160,0,98092,47.2582,-122.223,2500,8648,15,0
5666300010,12.618182296357007,3,1,7.01211529430638,7000,1,0,0,4,7,1110,0,98133,47.754,-122.34100000000001,1800,7000,59,0
1424059022,13.955272500339433,3,2,8.250620082174692,48743,2,0,0,3,11,3830,0,98006,47.5663,-122.125,2950,8299,23,0
6204050080,13.226723392728571,3,2,8.058327306580958,4270,2,0,0,3,8,2650,510,98011,47.7453,-122.194,2720,12523,8,0
7128300500,13.112313041550827,3,2,7.649692623711514,3000,2,0,0,3,7,2100,0,98144,47.595,-122.306,1650,4500,18,0
1233100642,13.112313041550827,3,1,7.7142311448490855,13288,1,0,0,3,7,2240,0,98033,47.6762,-122.17,2150,9900,61,0
222029026,12.736700896592344,2,0,6.966024187106113,48292,1,1,2,5,6,560,500,98070,47.4285,-122.51100000000001,750,80201,67,0
9485940290,13.049685151906344,4,2,7.762170607138205,36116,1,0,0,4,9,2350,0,98042,47.3533,-122.08200000000001,2580,36116,32,0
4136890280,12.676076274775909,4,2,7.570443252057374,7040,2,0,0,3,8,1940,0,98092,47.2632,-122.209,2400,7145,17,0
1775500050,12.994530005894443,1,1,7.05617528410041,64469,1,0,0,3,7,1160,0,98072,47.7433,-122.08200000000001,1580,48352,6,0
7611200086,13.438632906708023,3,1,7.517520850603031,9990,2,0,0,5,8,1840,0,98177,47.7145,-122.369,2100,12474,53,0
3376600010,13.226723392728571,4,1,7.723120092266331,11000,1,0,0,3,8,1620,640,98008,47.6224,-122.109,1960,10000,38,0
7519001990,12.798017320580957,2,1,6.733401891837359,3860,1,0,0,4,6,840,0,98117,47.6842,-122.365,1390,3860,105,0
7613700950,14.03062193758122,5,3,7.948031990637284,7500,2,0,0,3,9,2460,370,98105,47.6579,-122.277,2900,5000,91,0
3802000020,11.950857763215895,4,1,7.3777589082278725,10183,1,0,0,4,6,1600,0,98002,47.277,-122.211,1410,10416,48,0
1796360470,12.417953004565673,3,1,7.222566018822171,8719,1,0,0,3,7,1370,0,98042,47.3664,-122.087,1370,7525,32,0
8732160050,12.429216196844383,3,2,7.580699752224563,7414,1,0,0,3,7,1490,470,98023,47.2977,-122.374,1580,8038,30,0
5249800345,13.28838616122878,3,1,7.293017679772782,7200,2,0,0,4,7,1470,0,98118,47.5602,-122.28,1530,7200,107,0
6071200545,13.20140558474428,5,2,7.9157131993821155,8426,1,0,0,4,8,1370,1370,98006,47.5563,-122.184,2020,8783,54,0
291300280,12.644327576461329,2,2,6.993932975223189,923,2,0,0,3,7,1090,0,98027,47.5347,-122.071,1410,1326,11,0
3261000080,13.464691293166045,4,2,7.807916628926408,9520,1,0,1,3,8,1680,780,98034,47.7021,-122.23299999999999,2380,9600,39,0
321049127,12.533576212168626,3,2,7.506591780070841,19602,1,0,0,4,7,1820,0,98001,47.331,-122.286,1520,8773,50,0
5379804393,12.691580461311874,4,2,7.580699752224563,8937,1,0,0,5,7,980,980,98188,47.451,-122.27799999999999,1480,10016,61,0
1559900080,12.574873769266746,3,2,7.473069088032197,7023,2,0,0,3,7,1760,0,98019,47.7468,-121.98,1760,7082,19,0
7135300275,12.128111104060462,1,1,6.579251212010101,5000,1,0,0,4,6,720,0,98118,47.5289,-122.272,1170,5000,106,0
1377300005,14.183619879528669,4,3,8.151909872940905,8580,2,0,0,3,11,2500,970,98199,47.6433,-122.40299999999999,1940,7920,8,0
6668900020,12.949318657390583,4,2,7.222566018822171,8100,1,0,0,2,7,1370,0,98155,47.748999999999995,-122.31200000000001,1280,8100,68,0
326049024,13.309672475709322,4,2,7.7706452341291765,11310,1,0,0,3,8,1550,820,98155,47.7684,-122.289,1890,8621,47,0
7942600006,12.751299696013497,3,1,7.237059026124737,2640,1,0,0,3,7,1230,160,98122,47.6078,-122.307,1780,3920,111,0
6430500233,13.38472764187182,3,2,7.517520850603031,3075,1,0,0,5,7,920,920,98103,47.6894,-122.35,1480,3774,87,0
7701800050,13.287793066528065,5,3,7.933796874815411,19439,1,0,3,5,7,1500,1290,98058,47.4088,-122.089,1620,19439,41,0
